koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad
CANDIDATE,74.833577,196.5293,0.1101,3.247,8.64E+01,590,5933,3.953,1.807
CANDIDATE,8.5852872,137.39662,0.029,2.834,1.41E+03,777,5488,4.57,0.818
FALSE POSITIVE,100.303613,176.75827,0.388,10.578,4.88E+05,421,6060,4.397,1.046
CANDIDATE,102.100752,148.9663,0.492,2.009,1.94E+02,551,6359,4.046,1.83
CANDIDATE,6.263491873,134.897906,0.048,0.8513,2.83E+03,1180,6247,4.255,1.194
FALSE POSITIVE,0.83620025,131.91663,0.56,3.7127,3.31E+05,1932,5780,4.438,1
CANDIDATE,335.43143,395.1813,0.4062,10.3,2.28E+02,468,5172,3.315,4.721
CANDIDATE,558.21886,419.8232,0.022,13.556,1.54E+03,198,5679,4.581,0.794
CANDIDATE,290.02002,138.2587,0.5367,23.87,1.73E+02,321,6452,4.384,1.148
CANDIDATE,279.21957,179.9274,0.6009,10.015,3.34E+02,395,5159,3.648,2.604
CANDIDATE,348.665961,165.8497,0.0873,3.849,3.91E+02,493,5183,3.166,4.89
FALSE POSITIVE,616.34132,154.168,0.28,12.724,1.29E+03,131,4197,4.659,0.588
CANDIDATE,222.28056,131.8546,0.2151,3.035,2.72E+02,405,6543,4.17,1.531
CANDIDATE,570.01886,375.0523,0.1946,3.52,4.29E+02,190,5496,4.579,0.79
CANDIDATE,378.9313911,254.5741017,,14.11,,,,,
CANDIDATE,580.8532679,386.2877879,,16.63,,,,,
FALSE POSITIVE,390.40832,265.436,0.0407,7.916,2.52E+02,115,3659,4.858,0.4
FALSE POSITIVE,191.528018,260.9129,0.0258,2.342,1.72E+02,334,6054,4.416,1.009
FALSE POSITIVE,386.59946,221.2945,0.2307,3.305,3.81E+02,259,6137,4.487,0.963
FALSE POSITIVE,15.4032765,137.9906,0.623,3.246,2.53E+02,626,5272,4.508,0.799
CANDIDATE,7.58062893,132.89809,0.382,3.484,8.61E+01,937,5753,4.417,1.041
FALSE POSITIVE,61.0011095,144.84614,0.7091,1.049,4.08E+02,536,6418,4.395,1.171
FALSE POSITIVE,198.232389,294.73515,0.0297,1.919,4.16E+02,352,6263,4.382,1.113
FALSE POSITIVE,0.66062715,131.8646,1.208,4.56,2.49E+02,2327,6322,4.426,1.075
CANDIDATE,248.421771,230.379,0.7838,4.187,7.04E+02,579,4895,3.008,6.428
FALSE POSITIVE,456.5734,228.3838,0.1768,5.465,3.98E+02,413,5002,3.216,4.042
FALSE POSITIVE,601.13797,226.686,0.057,15.26,1.73E+02,254,5786,4.155,1.388
FALSE POSITIVE,344.06248,451.4323,0.935,15.6,1.36E+02,589,7664,3.611,3.697
FALSE POSITIVE,39.94344731,170.5021796,,1.71,,,,,
CANDIDATE,551.22396,185.7811,0.2134,5.896,5.71E+02,206,5691,4.544,0.887
FALSE POSITIVE,466.90824,136.3731,0.0868,2.64,6.60E+02,210,5340,4.456,0.867
FALSE POSITIVE,361.30991,469.7513,0.0802,12.968,2.76E+02,422,4911,3.354,4.419
FALSE POSITIVE,199.4424134,240.8521,1.1877,7.2533,3.22E+04,344,5869,4.288,1.17
FALSE POSITIVE,31.59115876,162.501885,1.247,2.6431,1.43E+03,783,5178,3.714,2.295
FALSE POSITIVE,356.99135,235.7367,0.2437,17.03,7.48E+02,240,5539,4.467,0.913
FALSE POSITIVE,96.120478,166.9531,0.5381,1.125,2.85E+02,460,6038,4.245,1.186
FALSE POSITIVE,9.63647672,134.93429,0.046,2.999,4.76E+01,1243,5125,3.631,3.007
FALSE POSITIVE,45.680876,142.3574,0.206,2.293,3.50E+02,1215,4835,2.608,7.917
FALSE POSITIVE,43.169798,159.086,0.5639,9.686,1.21E+02,615,5929,4.176,1.292
CANDIDATE,395.94327,183.6179,0.1116,16.09,1.51E+03,172,4596,4.63,0.678
CANDIDATE,76.37924,205.0612,0.7333,0.645,2.76E+02,406,5451,4.404,0.936
CANDIDATE,58.669218,168.6211,0.332,3.712,1.69E+02,450,5548,4.433,0.986
CANDIDATE,355.84731,447.657,0.1578,16.68,1.24E+02,354,6823,4.212,1.493
CANDIDATE,61.611129,133.8909,0.364,14.96,8.29E+01,597,6533,4.227,1.386
CANDIDATE,150.728285,223.0487,0.2751,2.718,2.14E+02,321,5778,4.544,0.871
CANDIDATE,253.790434,267.5242,0.1412,3.702,6.04E+02,253,5426,4.535,0.85
FALSE POSITIVE,322.544807,267.9262,0.0183,11.236,8.80E+01,219,5359,4.611,0.741
CANDIDATE,35.6606167,151.4719632,,1.59,,,,,
FALSE POSITIVE,22.57494749,149.09617,1.271,36.756,1.34E+03,860,6581,4.192,1.468
CANDIDATE,587.38162,188.1143,0.6822,11.973,8.64E+02,527,4784,2.711,11.839
FALSE POSITIVE,85.5692223,188.06607,0.98,4.954,5.39E+02,536,5361,3.856,1.951
CANDIDATE,7.07987663,131.6046,0.034,2.589,3.10E+02,738,4808,4.521,0.806
CANDIDATE,91.240335,155.7237,0.1436,2.314,2.06E+02,494,6493,4.305,1.205
CANDIDATE,357.41382,311.3642,0.1438,3.675,7.77E+02,283,6233,4.412,1.076
CANDIDATE,359.854745,305.6179,0.8071,3.429,3.02E+02,302,6495,4.379,1.168
CANDIDATE,89.366114,208.893,0.39,3.945,4.94E+02,391,5861,4.522,0.875
FALSE POSITIVE,422.255426,160.6562,0.3769,4.974,1.94E+03,277,6273,4.364,1.139
CANDIDATE,37.6259039,167.22072,0.49,3.91,4.11E+02,519,5874,4.542,0.871
CANDIDATE,100.414752,134.1167095,,1.72,,,,,
CANDIDATE,41.9934673,143.89297,0.046,3.226,2.94E+02,503,5766,4.498,0.915
CANDIDATE,94.67782,187.4731,0.3614,2.215,2.87E+02,353,5360,4.503,0.866
CANDIDATE,290.196139,264.8759,0.017,13.698,2.81E+02,341,6238,4.224,1.403
FALSE POSITIVE,471.39698,247.0802,0.3379,10.714,3.30E+02,265,6587,4.463,1.008
CANDIDATE,175.452812,204.8241,0.1526,2.734,1.42E+02,591,6184,3.58,3.304
CANDIDATE,367.07446,182.838,0.093,5.887,3.68E+02,287,6315,4.407,1.116
CANDIDATE,366.684634,315.09143,0.5294,3.284,4.56E+02,444,5090,3.353,4.962
CANDIDATE,291.306507,362.2906,0.3377,2.91,1.13E+03,219,5031,4.548,0.748
CANDIDATE,93.006,144.36,0.4428,2.461,1.25E+02,503,5518,3.973,1.742
CANDIDATE,26.46288074,133.4096502,,1.4,,,,,
FALSE POSITIVE,436.42852,452.2705,0.3772,13.8,1.64E+02,245,5997,4.466,0.971
CANDIDATE,20.69920737,132.7199526,,2.17,,,,,
CANDIDATE,466.002988,435.01156,0.867,10.278,2.36E+03,223,5830,4.54,0.876
CANDIDATE,302.77571,323.5739,0.1265,3.183,1.11E+03,106,3358,4.944,0.303
CANDIDATE,115.1995292,218.1108918,,2.67,,,,,
CANDIDATE,355.86134,358.0075,0.003,23.39,1.22E+03,233,5736,4.576,0.801
CANDIDATE,236.506437,361.9687,0.1474,5.004,7.44E+02,480,5066,3.414,3.9
CANDIDATE,19.3854894,142.34859,0.0074,1.031,4.56E+03,632,5432,4.42,0.913
CANDIDATE,416.8789312,227.5106644,,4.45,,,,,
CANDIDATE,48.38798413,176.4653521,,1.23,,,,,
CANDIDATE,357.588538,250.4138,0.1542,3.367,3.45E+02,420,7435,4.082,1.876
CANDIDATE,545.205601,237.24091,0.3515,3.296,2.00E+02,257,6273,4.345,1.155
CANDIDATE,105.053389,208.7282,0.2199,1.988,1.77E+02,449,6471,4.392,1.13
CANDIDATE,24.7967294,131.91,0.952,4.278,9.71E+02,537,5496,4.592,0.776
CANDIDATE,44.7060191,154.40282,1.6552,0.25,2.92E+02,465,5509,4.482,0.811
CANDIDATE,125.277815,170.8865,0.131,4.442,4.32E+02,799,5119,2.961,7.738
CANDIDATE,27.2020672,151.86606,0.223,1.811,1.80E+02,719,5869,4.175,1.396
FALSE POSITIVE,64.71316809,171.3677102,0.573,5.69869,3.13E+05,482,6175,4.44,0.974
CANDIDATE,40.7282314,162.1513,0.9828,13.677,2.22E+02,829,6531,3.936,2.231
CANDIDATE,183.3804845,298.0782368,,3.25,,,,,
FALSE POSITIVE,1.036592136,132.089545,1.25,2.296,2.12E+03,4194,4884,2.737,8.747
CANDIDATE,398.51312,165.2177,0.5091,5.41,2.49E+02,222,5776,4.596,0.759
CANDIDATE,559.785594,433.1966,0.411,3.496,2.75E+02,249,6201,4.352,1.111
CANDIDATE,109.43946,223.4128,0.0905,3.801,1.87E+02,314,5359,4.611,0.741
CANDIDATE,194.2583534,288.4461343,,3.15,,,,,
CANDIDATE,164.507439,212.7605,0.3819,11.428,4.34E+02,346,5866,4.382,1.02
CANDIDATE,370.84786,260.7921,0.8847,13.966,1.44E+03,219,5291,4.539,0.886
CANDIDATE,73.908995,159.8067,0.4947,3.916,1.01E+02,421,5865,4.518,0.918
CANDIDATE,96.32561456,153.0316267,,2.28,,,,,
CANDIDATE,212.646179,221.6137,0.1739,2.539,9.53E+02,321,6108,4.466,1.03
FALSE POSITIVE,371.54879,183.5693,0.6743,9.841,1.26E+02,230,5225,4.41,0.954
FALSE POSITIVE,226.499243,131.6622,0.266,1.328,1.27E+02,245,5093,4.525,0.798
CANDIDATE,251.48808,192.461,0.8011,6.8,3.05E+02,284,5979,4.52,0.902
CANDIDATE,32.4185265,161.4252,0.7105,5.154,1.11E+02,687,5622,4.044,1.441
CANDIDATE,19.15976088,141.5680129,1.191,3.10166,3.25E+04,424,4492,4.727,0.516
FALSE POSITIVE,2.61594288,132.415,0.711,6.45,7.21E+01,1370,6063,4.476,1.012
FALSE POSITIVE,1.686009643,133.060575,0.566,1.1818,3.90E+02,1442,5783,4.539,0.88
CANDIDATE,32.033211,146.8143,0.007,5.289,7.13E+01,591,6039,4.478,1.005
CANDIDATE,43.3975622,153.934,0.08,3.908,5.85E+02,388,4871,4.608,0.725
CANDIDATE,478.7918502,184.4598838,,4.06,,,,,
FALSE POSITIVE,344.961485,208.2266,0.3073,3.023,4.28E+02,230,5481,4.51,0.775
CANDIDATE,22.2659599,144.87,0.03,4.816,6.13E+01,896,6888,4.223,1.492
CANDIDATE,199.064336,180.0893,0.763,13.623,2.65E+02,483,5157,3.541,3.436
CANDIDATE,277.114286,196.18868,0.0288,3.926,5.67E+02,605,5117,2.986,7.549
CANDIDATE,323.159363,149.1299,0.0504,2.427,3.69E+02,331,5251,3.872,1.811
CANDIDATE,21.512259,139.0225,0.1017,4.337,1.31E+02,639,5611,4.424,0.997
CANDIDATE,303.226376,344.05409,0.1097,1.802,1.46E+03,274,5952,4.469,0.955
CANDIDATE,22.8631517,143.1523,0.1918,1.659,1.03E+02,1112,5043,3.339,4.874
CANDIDATE,97.942437,157.97325,0.0071,2.575,1.00E+02,600,5997,3.806,2.284
FALSE POSITIVE,163.820347,232.6163,0.2012,1.331,1.20E+03,251,4822,4.594,0.771
FALSE POSITIVE,151.577009,194.7958,0.0653,2.59,4.68E+02,502,6854,4.106,1.674
CANDIDATE,493.30572,361.8842,0.327,5.425,4.05E+02,149,4558,4.697,0.548
CANDIDATE,449.87203,298.195,0.1377,6.539,1.13E+03,199,5310,4.578,0.786
CANDIDATE,419.93373,391.9313,0.4097,10.29,2.85E+02,285,6686,4.425,1.053
CANDIDATE,322.221973,217.0496,0.2141,7.531,4.66E+02,277,6026,4.437,1.006
CANDIDATE,235.413973,307.0728,0.1095,3.065,1.03E+03,304,6028,4.468,1.001
CANDIDATE,366.68293,257.6476,0.782,3.854,1.08E+03,222,5217,4.462,0.869
CANDIDATE,240.57135,239.50353,0.457,11.164,9.22E+02,302,6146,4.497,0.943
CANDIDATE,217.792748,210.6893,0.926,4.695,1.49E+03,334,5600,4.209,1.283
CONFIRMED,259.34304,165.6794,0.447,16.04,3.50E+02,449,5490,3.629,3.204
CANDIDATE,388.0388485,513.4051356,,4.44,,,,,
FALSE POSITIVE,8.34410791,136.54528,0.546,1.606,2.55E+02,993,6321,4.434,1.058
CANDIDATE,4.76815507,131.85686,0.046,2.115,6.10E+01,761,4680,4.618,0.649
FALSE POSITIVE,545.4562397,131.6984103,,5.91,,,,,
FALSE POSITIVE,2.709570339,134.084891,1.238,5.57527,1.32E+04,2427,5030,3.18,5.208
CANDIDATE,49.49059818,160.3970528,,1.61,,,,,
CANDIDATE,364.18129,245.1789,0.0594,6.65,4.70E+02,209,4988,4.498,0.85
CANDIDATE,37.7935113,167.4179,0.0794,1.718,6.72E+01,592,6178,4.417,1.076
FALSE POSITIVE,0.855294909,131.6579596,1.269,2.89112,6.77E+03,2137,5846,4.27,1.207
FALSE POSITIVE,350.609298,163.1091,0.0409,1.621,3.70E+02,405,6658,3.934,1.992
CANDIDATE,172.621943,170.014,0.3131,4.435,7.88E+02,790,5119,2.795,9.343
CANDIDATE,264.708077,370.4525,0.2277,3.975,4.61E+02,425,5283,3.617,2.907
FALSE POSITIVE,452.40428,189.0844,0.6038,17.2,2.17E+02,256,6195,4.437,1.029
FALSE POSITIVE,0.699985822,131.840533,0.28,3.02633,3.89E+05,1653,5264,4.617,0.724
CANDIDATE,8.67237968,132.55073,0.1385,2.826,9.91E+01,825,5620,4.498,0.882
CANDIDATE,35.9216912,148.93441,0.7193,0.585,2.21E+02,468,5161,4.49,0.829
FALSE POSITIVE,35.8726918,131.5668,0.963,4.402,9.16E+02,1670,5254,2.494,15.369
CANDIDATE,102.300622,208.6092,0.9599,4.473,7.81E+02,984,4895,2.566,9.435
CANDIDATE,359.8455,210.5057,0.4022,34.84,5.04E+02,510,4945,3.058,6.632
CANDIDATE,22.7783121,145.96798,0.3499,1.037,1.56E+02,863,6538,4.162,1.477
CANDIDATE,114.406187,225.7127,0.2729,4.92,1.31E+03,267,4641,4.589,0.691
CANDIDATE,132.114,238.008,0.2502,2.514,2.17E+02,217,4342,4.715,0.523
CANDIDATE,623.2344,274.3089,0.0831,14.448,6.03E+02,196,5600,4.496,0.839
CANDIDATE,46.16051579,137.0802908,,2.37,,,,,
CANDIDATE,217.170081,229.9068,86.1724,4.291,9.37E+02,802,5083,2.638,11.723
CANDIDATE,287.33114,360.8412,0.529,12.722,4.07E+02,266,5426,4.378,1.007
CONFIRMED,9.8788502,134.3829,0.732,2.951,4.55E+02,1003,6477,4.361,1.148
CANDIDATE,189.456089,233.6331,0.2906,3.077,4.53E+02,337,5991,4.387,1.026
CANDIDATE,230.358183,233.7677,0.4159,2.031,1.02E+03,289,5803,4.465,0.884
CANDIDATE,211.54114,236.2702,0.1723,5.4,7.51E+02,251,5433,4.629,0.689
CANDIDATE,88.523517,189.2756,0.9117,7.22,8.28E+02,209,3827,4.782,0.462
FALSE POSITIVE,386.2240091,506.1610851,,4.93,,,,,
CANDIDATE,134.35872,201.2636,0.2786,13.3,7.52E+01,499,6948,4.194,1.433
CANDIDATE,55.01469183,156.7945344,,2.34,,,,,
CANDIDATE,198.781156,284.3868,0.1924,6.77,1.38E+02,404,6493,4.22,1.424
FALSE POSITIVE,588.63759,246.525,0.3978,3.84,3.22E+02,185,5135,4.479,0.849
CANDIDATE,111.149082,193.6316,0.1665,2.911,3.94E+02,364,5763,4.511,0.948
CANDIDATE,284.87177,333.9721,0.0404,15.63,1.07E+02,401,6437,4.004,1.773
FALSE POSITIVE,9.8338474,132.5363,0.733,14.585,5.76E+01,946,5929,4.308,1.202
CANDIDATE,190.860818,256.5195,0.4668,2.823,5.12E+02,273,5463,4.578,0.803
CANDIDATE,374.41813,462.0983,0.5723,17.9,4.30E+02,280,6195,4.407,1.124
CANDIDATE,263.30198,308.8678,0.1782,2.213,3.78E+02,308,5758,4.277,1.132
CANDIDATE,370.31761,230.3001,0.3565,12.588,1.89E+03,182,4665,4.584,0.701
CANDIDATE,37.959659,145.234,0.3842,2.793,2.88E+02,484,5573,4.558,0.827
CANDIDATE,405.6296,245.7373,0.4652,11.26,3.04E+02,216,5583,4.58,0.79
FALSE POSITIVE,1.080695116,131.86822,0.62,7.449,3.13E+05,3344,7796,3.937,2.34
CANDIDATE,11.8307724,140.1105,0.592,8.791,1.36E+02,770,5550,4.411,0.958
CANDIDATE,434.28175,363.313,0.3094,8.14,6.63E+02,212,5544,4.529,0.75
CANDIDATE,33.814176,142.4542,0.1563,7.69,2.23E+02,589,6122,4.471,0.996
CANDIDATE,16.2957847,133.6205,0.603,5.16,4.10E+02,744,6063,4.476,1.012
CANDIDATE,28.201998,146.9903597,,3.86,,,,,
CANDIDATE,58.92565,176.6709,0.0655,14.56,4.47E+01,809,7282,3.961,2.216
FALSE POSITIVE,24.0733775,141.13539,0.914,19.612,1.33E+03,1263,4647,2.843,6.055
CANDIDATE,19.2405821,138.7454,0.258,4.99,2.07E+02,565,5031,4.485,0.848
CONFIRMED,232.040326,262.2531,0.61,12.235,2.91E+02,327,5903,4.3,1.156
CANDIDATE,28.684308,148.2364,0.0138,4.64,2.82E+02,512,5243,4.49,0.821
CANDIDATE,265.29617,297.8704,0.3323,4.1,6.08E+02,302,5589,4.27,1.218
CONFIRMED,61.569765,182.0201,0.486,9.75,2.98E+02,530,5626,4.149,1.389
CANDIDATE,58.940569,159.6218,0.643,4.769,5.70E+02,465,5819,4.468,0.99
CANDIDATE,14.1502311,141.47344,0.013,1.503,2.08E+02,390,3705,4.721,0.529
CANDIDATE,486.12702,426.1722,0.3621,9.495,1.21E+02,249,6008,4.373,1.062
FALSE POSITIVE,1.71029474,131.61307,0.825,2.946,1.59E+02,1267,5365,4.586,0.729
CONFIRMED,31.8245304,144.5289,0.681,4.17,7.90E+01,589,6338,4.545,0.847
CANDIDATE,140.2440875,217.2997957,,5.43,,,,,
CANDIDATE,48.04066636,162.9114822,,1.62,,,,,
CANDIDATE,12.008552,141.7017,0.901,4.613,7.66E+01,1016,5303,3.87,1.964
CANDIDATE,10.4314847,135.54229,0.95,2.09,5.91E+01,700,5361,4.588,0.774
CANDIDATE,47.5571352,135.8497,0.6234,1.708,3.39E+02,507,5861,4.436,0.958
FALSE POSITIVE,1.838514245,132.101259,0.947,3.2601,1.19E+05,1572,5799,4.326,1.055
FALSE POSITIVE,8.412008943,139.6485198,0.539,5.41096,1.36E+05,1100,6247,4.225,1.314
FALSE POSITIVE,3.912679136,133.4288498,23.127,3.556,2.92E+05,1018,5616,4.553,0.72
FALSE POSITIVE,7.544804312,137.11963,1.266,8.2678,6.50E+03,1233,5953,3.984,1.609
CANDIDATE,27.2497521,131.8837,0.194,11.609,1.02E+02,1090,5440,3.404,4.524
FALSE POSITIVE,2.283466438,132.34883,0.457,7.7999,8.64E+05,2014,6723,4.089,1.719
FALSE POSITIVE,0.692807507,131.88094,1.196,1.49242,2.53E+04,2057,5780,4.438,1
FALSE POSITIVE,17.27929077,135.2741342,0.496,5.07591,1.64E+05,556,5251,4.623,0.658
CANDIDATE,16.9972894,143.87301,0.825,2.585,2.25E+02,956,5897,3.98,1.86
CANDIDATE,93.05654364,174.8833198,,2.34,,,,,
CANDIDATE,88.433122,212.6803,0.021,2.392,1.20E+02,595,7092,4.176,1.525
CANDIDATE,282.34315,261.7746,0.5038,3.956,2.21E+02,404,7092,4.176,1.525
FALSE POSITIVE,4.326946311,132.1921929,0.482,5.55905,4.09E+05,1481,6231,4.078,1.501
FALSE POSITIVE,527.29093,209.218,0.2371,14.305,2.01E+02,216,5671,4.466,0.919
FALSE POSITIVE,168.858303,237.5792,0.0436,12.964,1.19E+02,526,6608,3.907,2.189
CONFIRMED,5.34264143,134.38122,0.021,2.453,6.91E+02,799,5101,4.63,0.67
FALSE POSITIVE,19.38444245,137.214882,0.203,20.5899,3.37E+03,1185,4968,3.291,5.026
CANDIDATE,1.645319649,132.13077,0.118,1.635,1.08E+03,1296,5416,4.603,0.756
FALSE POSITIVE,2.179924994,132.1293516,0.711,4.87581,2.53E+05,1448,6106,4.487,0.966
FALSE POSITIVE,10.13540105,132.3238999,0.704,5.6831,2.56E+05,1035,5895,4.103,1.415
FALSE POSITIVE,2.02487934,131.9026,0.3797,1.621,1.46E+02,1284,5440,4.496,0.825
CANDIDATE,15.3573445,132.60166,0.966,1.634,1.17E+02,729,5818,4.464,0.986
CONFIRMED,5.71668787,136.32274,0.616,1.97,4.32E+02,955,5638,4.488,0.883
CONFIRMED,51.1658019,172.30921,0.817,4.637,2.59E+02,398,4963,4.501,0.826
FALSE POSITIVE,12.4249559,141.5823,0.174,16.332,1.10E+02,703,5524,4.54,0.847
FALSE POSITIVE,12.427135,141.4159,0.011,12.81,3.25E+01,1143,6561,4.054,1.821
CANDIDATE,77.792718,190.1476,0.576,6.08,2.88E+02,453,5497,4.243,1.241
CANDIDATE,163.5148985,144.8531292,,3.08,,,,,
FALSE POSITIVE,1.946198513,132.314091,0.249,4.0336,1.31E+05,1853,6224,4.165,1.433
CANDIDATE,5.288547653,135.807213,0.93,3.2646,2.19E+03,2333,4918,2.889,9.169
CANDIDATE,294.055263,421.853,0.0617,14.32,7.70E+02,288,6108,4.453,1.011
FALSE POSITIVE,30.4838006,149.8133,1.222,2.6,1.84E+04,315,3857,4.717,0.531
FALSE POSITIVE,5.7584367,135.11279,0.101,2.587,7.37E+02,3389,4754,2.194,25.287
FALSE POSITIVE,25.9522913,154.8689,0.142,10.977,5.58E+02,567,5692,4.547,0.866
FALSE POSITIVE,8.58599537,136.21367,0.316,2.4078,8.18E+02,2319,4805,2.605,13.941
FALSE POSITIVE,9.892240848,136.693856,1.28,4.1774,5.28E+03,907,6225,4.461,1.009
CANDIDATE,126.505657,239.693,0.1855,8.836,9.55E+01,528,7092,4.176,1.525
FALSE POSITIVE,1.129848432,131.789871,1.042,2.07578,4.66E+03,3553,4846,2.984,7.102
FALSE POSITIVE,7.244778994,131.8598491,0.522,3.3873,9.91E+04,818,5530,4.586,0.788
FALSE POSITIVE,110.1552727,211.5620379,,2.04,,,,,
FALSE POSITIVE,0.730964241,132.19448,0.459,2.483,4.40E+01,2467,5929,4.152,1.463
CANDIDATE,117.684591,157.4182,0.4466,2.219,1.35E+02,459,6362,4.248,1.279
FALSE POSITIVE,17.73402024,143.9226707,0.837,7.27595,1.87E+05,892,5883,4.04,1.554
CANDIDATE,46.245164,136.47891,0.392,5.663,4.92E+02,519,5553,4.32,1.107
CANDIDATE,9.7043379,138.1975,0.07,3.515,1.29E+02,932,6273,4.442,1.044
CANDIDATE,34.775371,162.2065,0.4758,2.93,3.88E+01,582,6028,4.459,1.047
CANDIDATE,0.306702491,131.51216,0.173,0.9074,1.39E+02,2318,5310,4.512,0.786
CANDIDATE,12.7713826,141.3553,0.374,3.347,1.42E+02,851,6273,4.442,1.044
FALSE POSITIVE,0.829019343,131.46667,0.72,4.8401,2.78E+05,2492,6645,4.271,1.328
FALSE POSITIVE,1.1080999,131.7222,0.525,3.3542,3.81E+05,2212,5299,3.865,1.769
CANDIDATE,42.294739,133.8808,1.145,34.63,2.54E+02,1083,4926,3.02,7.849
FALSE POSITIVE,215.778765,180.324,0.7163,3.737,3.78E+02,610,4902,3.042,7.056
CANDIDATE,1.444486083,132.31096,0.305,1.437,9.81E+02,1051,4569,4.686,0.559
CONFIRMED,5.99273265,131.75079,0.505,2.6502,6.98E+01,1010,5574,4.354,1.065
CONFIRMED,5.10110666,132.42955,0.083,2.657,6.51E+01,1065,5574,4.354,1.065
CANDIDATE,11.6089351,142.73625,1.105,2.957,2.00E+02,1496,6303,3.595,3.53
FALSE POSITIVE,94.22498,196.1757,0.801,22.445,3.46E+02,387,5880,4.525,0.893
CANDIDATE,14.2378417,140.4771,0.314,4.86,1.93E+02,629,5273,4.566,0.801
FALSE POSITIVE,241.0122,263.077,0.4046,1.19,2.16E+02,600,7843,3.829,2.909
CANDIDATE,10.8206034,140.5078,0.592,2.848,1.17E+02,885,6032,4.387,1.06
FALSE POSITIVE,164.689421,287.2483,0.5312,1.847,5.21E+02,340,6089,4.495,0.95
FALSE POSITIVE,4.264729569,135.198495,0.924,2.2075,2.27E+04,1428,6052,4.084,1.417
FALSE POSITIVE,4.804469712,136.0047256,0.567,3.51946,1.33E+05,958,5561,4.558,0.809
FALSE POSITIVE,6.150529292,132.522141,1.236,4.4562,2.42E+03,1421,6691,4.084,1.565
FALSE POSITIVE,4.944927575,131.61124,1.215,3.4648,1.03E+03,728,4428,4.59,0.701
FALSE POSITIVE,4.442517008,133.608114,0.936,2.43922,2.53E+04,1258,6316,4.387,1.119
CANDIDATE,10.2090268,140.6805,0.213,6.264,3.67E+01,1058,6188,4.196,1.524
FALSE POSITIVE,62.7356439,152.22026,0.73,10.7925,2.44E+05,590,6211,4.127,1.44
FALSE POSITIVE,7.035518449,137.950087,1.268,3.5286,2.14E+03,782,5288,4.566,0.71
CANDIDATE,54.2916336,172.0219,0.7285,3.364,9.78E+01,665,6711,4.179,1.565
CONFIRMED,453.54212,360.0617,0.633,17.026,8.61E+02,390,5874,3.664,3.006
FALSE POSITIVE,0.579516759,132.00256,0.638,1.342,2.70E+01,2484,6339,4.387,1.102
CANDIDATE,122.8054416,179.31732,1.346,2.663,3.13E+02,602,5874,3.664,3.006
FALSE POSITIVE,16.2480865,143.96708,0.928,8.232,4.39E+02,704,5729,4.436,0.923
FALSE POSITIVE,466.9407,244.7508,0.2921,30.56,9.79E+02,230,5729,4.436,0.923
FALSE POSITIVE,289.788624,370.8039,0.6187,2.857,4.74E+02,537,8057,3.946,2.407
FALSE POSITIVE,55.00402906,134.2268671,,6.06,,,,,
FALSE POSITIVE,2.873657901,132.5847,1.13,2.1054,4.39E+04,1830,5692,3.829,2.287
FALSE POSITIVE,1.680425996,132.33173,0.646,5.4548,2.77E+05,2203,6844,4.145,1.629
FALSE POSITIVE,0.53345831,132.001459,,1.32,,,,,
FALSE POSITIVE,20.6864602,133.8900931,0.002,37.7424,1.36E+05,1210,4809,3.106,5.145
FALSE POSITIVE,131.68018,229.6497,0.1224,14.73,2.07E+03,444,6468,4.288,1.302
CANDIDATE,37.8404232,146.77624,0.211,6.408,2.33E+02,607,6243,4.406,1.149
FALSE POSITIVE,200.762693,308.7451,42.778,2.215,1.92E+03,692,7981,3.716,3.298
FALSE POSITIVE,1.123258617,132.02671,0.513,4.27355,3.78E+05,3215,7945,4.023,2.17
CANDIDATE,47.25643291,158.8207171,,2,,,,,
CANDIDATE,32.0273169,150.635,0.259,5.144,1.62E+02,525,5505,4.501,0.909
CANDIDATE,8.75630628,132.47009,0.371,2.852,8.19E+01,982,5839,4.279,1.227
CANDIDATE,9.6183111,138.3435,0.447,4.215,2.50E+01,1142,6134,4.065,1.665
FALSE POSITIVE,12.4250319,141.4868672,0.777,1.4446,2.95E+01,1030,6290,4.133,1.506
CONFIRMED,386.370512,452.874,0.01,11.007,1.34E+03,209,5119,4.508,0.834
CANDIDATE,0.518060209,131.9425,1.262,1.8062,2.26E+03,2921,5405,3.853,1.772
CANDIDATE,17.3695112,136.6159,0.28,4.012,3.14E+02,588,5119,4.508,0.834
CANDIDATE,17.8693759,140.2811,0.259,6.886,6.30E+01,759,6328,4.456,1.013
CANDIDATE,17.236085,148.4127,0.04,4.209,3.30E+02,721,5543,4.318,1.111
FALSE POSITIVE,12.4297161,141.2846,0.293,15.078,1.93E+02,742,5754,4.534,0.905
FALSE POSITIVE,12.4288476,141.2012,0.031,16.43,1.65E+02,725,5595,4.513,0.886
FALSE POSITIVE,12.4258252,141.5229,0.689,21.841,1.30E+02,822,5968,4.426,1.048
FALSE POSITIVE,153.725848,284.07258,1.255,117.52,5.26E+03,734,4794,2.781,6.816
FALSE POSITIVE,12.4257907,141.5345,0.384,19.859,3.40E+02,589,4873,4.586,0.693
FALSE POSITIVE,12.4253356,141.58,0.966,27.49,3.74E+02,683,5442,4.541,0.783
